id,edad,genero,recomendar,es_cliente_habitual,categoria_promocion,oferta_limitada,accesorios,deporte,gastronomía,hogar,hombre,marroquinería,mujer,mujer/hombre,niños/teens,servicios,tecnología,varios
255,24,Masculino,1,0,mujer/hombre,1,0,0,0,0,0,0,0,1,0,0,0,0
1002,30,Masculino,1,1,niños/teens,1,0,0,0,0,0,0,1,1,0,1,0,0
1246,43,Masculino,0,1,mujer,0,0,1,0,0,0,0,0,0,0,0,0,0
304,27,Masculino,1,0,varios,0,1,0,0,1,0,1,0,1,0,0,0,1
1666,24,Masculino,1,1,niños/teens,1,1,1,1,0,1,0,1,0,0,0,1,0
1052,59,Femenino,0,0,varios,1,1,0,1,0,1,1,0,0,0,1,0,0
262,15,Masculino,1,0,niños/teens,1,0,0,0,0,0,0,0,1,1,0,0,0
68,20,Femenino,1,1,tecnología,1,0,0,0,0,0,0,0,1,1,0,1,0
367,46,Masculino,1,1,accesorios,1,1,1,1,1,1,1,1,0,1,1,1,1
501,32,Femenino,1,0,accesorios,0,1,0,0,1,0,1,0,1,0,1,1,0
646,35,Femenino,1,1,gastronomía,1,1,1,1,0,0,0,0,0,0,1,0,1
777,73,Femenino,1,0,hogar,1,0,0,0,1,1,1,0,1,1,0,0,0
502,77,Masculino,1,0,niños/teens,1,0,1,0,1,1,0,1,1,1,0,1,0
1788,28,Femenino,0,0,hogar,0,1,1,1,0,1,1,1,1,1,1,1,1
1173,43,Masculino,0,0,mujer,1,1,1,1,1,1,1,0,1,0,1,0,0
397,48,Masculino,1,0,accesorios,1,1,0,1,1,0,1,1,1,0,1,0,1
1310,34,Femenino,0,0,accesorios,1,0,1,1,1,1,1,1,1,1,1,0,0
1424,73,Femenino,0,0,gastronomía,0,0,0,0,0,0,0,0,0,1,0,0,0
435,20,Femenino,1,0,gastronomía,1,0,1,1,0,0,0,1,0,0,0,0,0
953,30,Masculino,1,0,niños/teens,1,0,0,0,0,0,1,1,1,1,1,0,1
112,76,Femenino,1,0,mujer,0,0,1,0,1,1,0,1,1,1,0,1,0
468,40,Femenino,1,0,servicios,1,1,0,0,1,0,1,1,1,1,1,0,1
164,25,Femenino,1,0,hogar,1,0,1,0,1,0,0,0,0,0,0,1,0
419,26,Femenino,1,0,hogar,1,1,1,1,1,1,1,0,0,1,1,1,1
787,31,Femenino,1,0,mujer/hombre,1,1,1,0,1,1,1,1,1,1,0,1,0
1655,56,Femenino,0,0,deporte,1,1,0,0,0,0,0,0,1,0,0,0,0
1688,49,Masculino,0,0,servicios,1,1,1,1,1,1,1,1,1,1,0,1,1
1338,48,Femenino,0,0,marroquinería,0,1,1,1,1,1,0,1,1,1,1,1,1
1183,58,Femenino,0,0,accesorios,1,0,1,0,0,0,0,0,0,1,1,0,0
117,53,Femenino,1,0,hombre,1,1,1,1,1,1,1,0,1,1,1,1,0
980,36,Masculino,0,0,varios,0,1,1,1,0,1,0,1,0,1,1,1,0
129,15,Femenino,1,0,mujer/hombre,1,0,1,0,0,1,0,0,1,1,0,1,0
1561,41,Masculino,1,1,marroquinería,1,0,1,1,1,0,0,0,1,1,0,1,1
86,76,Masculino,1,0,mujer/hombre,1,0,0,0,0,1,0,0,1,0,0,1,0
903,54,Masculino,1,0,varios,1,0,0,1,1,1,1,1,1,0,1,1,1
399,55,Masculino,1,0,mujer/hombre,1,0,0,0,0,0,0,0,1,0,0,0,0
1325,29,Masculino,0,1,hogar,0,0,0,0,0,1,0,0,1,0,1,0,0
956,63,Femenino,1,0,marroquinería,1,0,0,0,0,0,1,0,1,0,0,0,0
1197,16,Masculino,0,0,mujer/hombre,0,0,0,1,0,1,0,1,0,0,0,1,0
1224,21,Femenino,0,0,varios,1,0,0,0,0,0,0,1,1,1,0,0,0
1498,33,Masculino,1,1,tecnología,1,0,1,0,0,1,1,0,0,1,1,0,1
286,30,Femenino,1,0,tecnología,1,1,1,1,1,0,1,1,1,1,1,1,1
548,65,Femenino,1,0,mujer,1,0,1,0,0,0,0,1,0,1,0,0,0
1496,60,Femenino,0,0,gastronomía,0,0,1,0,1,0,1,0,1,1,0,1,0
1633,58,Masculino,0,0,hogar,0,0,0,1,0,0,0,0,0,0,0,0,0
808,33,Masculino,1,1,niños/teens,0,0,0,0,0,0,0,0,1,1,0,0,1
862,32,Femenino,1,0,gastronomía,0,0,0,1,1,0,1,0,0,0,0,0,0
232,55,Femenino,1,0,niños/teens,1,0,0,0,0,1,0,1,0,1,0,1,1
1476,55,Femenino,0,1,tecnología,0,0,1,0,0,0,0,0,0,0,0,0,0
1005,58,Masculino,1,1,servicios,1,0,0,1,0,0,0,0,0,0,0,0,0
1339,78,Masculino,0,0,accesorios,1,0,0,0,1,1,0,1,1,0,0,1,0
1786,52,Femenino,0,0,deporte,1,0,0,1,1,0,1,1,1,0,1,1,0
1108,55,Femenino,0,0,varios,1,1,1,1,1,1,1,1,1,1,0,1,0
26,54,Femenino,1,0,mujer/hombre,1,0,1,0,1,0,0,1,1,0,1,0,1
1550,74,Masculino,0,0,tecnología,1,0,0,0,0,0,0,0,1,0,0,0,0
510,41,Masculino,1,0,accesorios,1,1,1,1,0,1,1,0,0,0,0,1,1
1040,45,Masculino,0,0,mujer,1,1,1,1,1,1,1,0,1,1,1,1,0
1024,37,Masculino,0,0,hombre,1,0,1,1,1,0,1,1,1,1,0,1,1
1730,22,Masculino,0,0,servicios,1,1,1,1,0,1,0,1,1,0,0,1,0
136,64,Masculino,1,0,deporte,1,0,1,0,0,0,0,0,0,1,0,0,0
1685,57,Masculino,1,1,varios,1,0,0,1,0,1,0,0,0,0,0,0,0
1462,41,Femenino,0,0,varios,1,0,0,0,0,0,0,1,0,0,0,1,0
349,70,Masculino,1,0,hombre,0,0,0,0,1,1,0,0,0,0,0,0,0
490,42,Femenino,1,1,tecnología,0,0,0,1,1,1,1,1,1,1,1,1,1
1451,25,Masculino,0,0,servicios,1,1,0,0,1,1,1,1,1,1,0,0,1
519,48,Femenino,1,1,hogar,1,1,1,0,1,1,0,1,1,0,0,0,1
288,50,Masculino,1,0,mujer,1,0,1,0,1,1,0,1,0,0,0,0,0
1279,38,Masculino,0,0,varios,1,0,0,1,0,1,0,0,1,0,0,1,0
1718,76,Masculino,0,0,varios,1,0,1,0,1,1,1,1,0,0,0,1,0
1200,27,Femenino,0,0,hogar,1,1,0,0,0,0,1,0,0,0,0,0,0
869,53,Femenino,1,1,servicios,1,0,0,0,0,0,0,0,0,0,1,0,0
1769,59,Femenino,0,0,tecnología,1,0,0,0,0,0,0,0,0,1,1,0,1
1559,73,Femenino,1,1,servicios,1,0,1,0,1,0,1,0,1,0,0,0,0
161,34,Femenino,1,0,deporte,1,1,1,1,1,1,1,1,1,0,1,0,1
1576,33,Femenino,1,1,marroquinería,1,1,1,1,1,0,0,1,1,1,1,1,0
223,23,Masculino,1,0,hombre,1,0,0,1,0,1,0,0,0,1,0,0,0
47,30,Femenino,1,0,servicios,1,0,0,0,0,0,0,0,0,0,1,0,0
1852,65,Femenino,0,0,servicios,1,0,1,0,0,1,1,0,0,1,0,1,0
96,52,Femenino,1,1,marroquinería,1,0,1,0,0,1,1,0,0,0,1,1,0
1833,78,Masculino,0,0,gastronomía,1,0,0,0,0,1,1,0,0,0,0,1,0
645,55,Masculino,1,0,tecnología,0,0,0,0,0,0,0,0,1,1,0,1,0
557,31,Femenino,1,0,accesorios,1,1,0,0,0,0,0,0,0,0,0,0,0
213,73,Masculino,1,0,hombre,1,0,0,0,1,1,1,0,1,1,0,1,0
602,42,Masculino,1,0,servicios,1,0,1,1,1,0,0,1,1,1,1,1,1
605,58,Femenino,1,0,varios,1,0,1,0,0,0,1,1,0,0,0,0,1
894,68,Masculino,1,0,mujer/hombre,0,0,0,0,0,0,0,0,1,0,0,0,0
1682,42,Femenino,0,0,marroquinería,0,1,1,1,1,1,0,1,1,0,1,0,0
918,65,Masculino,1,0,hogar,0,0,1,0,1,1,0,0,0,0,0,1,0
1503,50,Femenino,0,0,varios,0,1,1,1,1,0,0,1,0,1,1,0,0
1733,52,Femenino,0,0,tecnología,0,0,0,0,1,0,1,0,0,0,0,0,0
144,57,Femenino,1,0,varios,0,0,1,0,1,0,1,0,1,0,0,1,1
580,53,Masculino,1,1,hombre,0,0,1,1,1,1,0,1,0,0,1,0,1
1021,70,Femenino,0,0,niños/teens,0,0,0,0,1,1,0,0,0,0,0,0,0
1541,43,Masculino,0,0,niños/teens,1,0,1,1,0,1,1,0,0,0,1,1,0
590,75,Masculino,1,1,mujer/hombre,1,0,0,0,1,1,1,0,1,0,0,1,0
1511,59,Femenino,0,0,hogar,1,1,1,1,0,1,1,1,0,1,0,1,1
754,73,Femenino,1,1,hogar,1,0,1,0,1,0,1,0,1,1,0,0,0
387,45,Femenino,1,0,hogar,1,0,0,0,1,0,0,0,0,0,0,0,0
1076,25,Femenino,0,1,marroquinería,0,1,1,1,0,1,0,1,1,1,1,1,1
881,23,Masculino,1,0,hombre,0,0,0,0,0,1,0,0,1,0,0,0,0
465,68,Femenino,1,0,mujer/hombre,1,0,0,0,1,1,1,0,1,1,0,1,0
204,42,Femenino,1,0,varios,1,1,0,1,1,1,1,1,1,1,1,1,1
721,29,Femenino,1,0,mujer/hombre,1,0,0,0,0,0,0,0,1,0,0,0,0
1098,18,Masculino,0,0,tecnología,1,0,0,0,0,0,0,0,1,0,0,0,0
1180,47,Masculino,1,1,servicios,1,1,1,1,1,0,1,1,1,0,0,0,1
843,67,Masculino,1,1,hogar,1,0,0,0,1,1,0,1,1,1,0,1,0
489,73,Femenino,1,0,hombre,1,0,1,0,1,1,1,0,1,1,0,1,0
1813,75,Masculino,1,1,deporte,1,0,0,0,0,0,0,1,0,1,0,1,0
1083,37,Femenino,0,0,accesorios,1,0,1,0,1,1,1,1,1,1,1,1,1
53,56,Masculino,1,0,tecnología,0,0,0,0,0,0,0,0,0,1,0,1,0
613,60,Femenino,1,0,hombre,1,0,1,0,1,1,0,1,1,1,0,0,0
1258,16,Masculino,0,0,marroquinería,0,1,1,0,0,1,0,0,1,1,0,1,0
427,30,Masculino,1,0,hogar,1,1,1,1,1,1,0,1,1,1,1,1,1
1577,62,Femenino,0,0,accesorios,1,0,1,0,1,0,1,1,0,0,0,0,0
1089,69,Masculino,1,1,hombre,1,0,0,0,1,0,0,0,0,0,0,1,0
1039,23,Femenino,0,1,mujer,0,0,0,0,0,0,0,0,1,0,0,0,0
1583,53,Femenino,0,0,hombre,0,1,1,1,1,0,1,0,1,1,1,1,1
1184,20,Masculino,0,0,mujer,1,0,0,0,0,1,0,0,0,1,0,0,0
873,44,Femenino,1,1,mujer/hombre,0,0,1,0,1,1,0,0,1,1,0,0,0
1728,51,Femenino,0,0,mujer,1,1,1,0,1,0,0,0,1,1,1,0,1
767,33,Masculino,1,1,mujer/hombre,0,0,0,0,1,0,0,0,1,0,0,1,0
950,43,Masculino,1,0,hombre,1,1,0,1,1,1,0,0,1,0,1,0,0
656,24,Masculino,1,0,accesorios,1,1,1,0,0,1,0,1,1,0,0,0,0
218,34,Masculino,1,0,varios,1,0,1,0,1,1,0,1,1,0,0,1,1
863,54,Masculino,1,1,mujer/hombre,1,0,0,1,0,0,0,0,1,0,1,1,0
1752,29,Masculino,0,0,tecnología,1,0,0,0,0,1,0,1,1,0,0,0,1
1237,77,Masculino,0,0,mujer,0,0,1,0,0,0,0,0,1,0,0,1,0
614,68,Femenino,1,0,mujer/hombre,1,0,1,0,0,0,1,1,1,1,0,1,0
836,51,Masculino,1,0,mujer/hombre,1,0,1,0,0,0,0,0,1,1,0,0,0
1342,19,Masculino,0,0,mujer/hombre,1,1,1,0,0,1,0,1,0,0,0,1,0
1051,14,Femenino,0,1,mujer,0,1,0,1,0,0,0,0,1,1,0,0,0
707,48,Femenino,1,0,accesorios,1,1,1,0,0,1,1,1,0,1,1,1,0
415,51,Femenino,1,0,mujer/hombre,0,1,1,0,1,0,1,1,1,1,1,1,1
606,63,Masculino,1,0,mujer/hombre,1,0,0,0,0,0,0,0,1,0,0,0,0
106,49,Masculino,1,0,mujer/hombre,1,0,0,0,0,1,1,0,1,0,0,0,0
1535,59,Femenino,1,1,gastronomía,1,0,1,0,0,1,0,1,1,1,0,1,1
1670,38,Femenino,0,0,mujer,1,1,1,1,1,0,1,0,1,1,1,1,1
677,35,Femenino,1,0,mujer,0,0,0,1,0,0,0,1,0,1,0,0,1
1502,26,Femenino,1,1,servicios,1,1,1,0,1,0,0,1,0,0,0,0,1
609,34,Femenino,1,1,varios,0,1,0,0,0,0,0,1,1,1,1,0,1
1049,32,Masculino,0,0,deporte,1,1,0,1,1,1,0,1,0,0,0,0,1
1368,16,Femenino,1,1,deporte,1,1,0,0,0,0,0,0,0,0,0,0,0
720,57,Femenino,1,1,niños/teens,1,0,1,0,0,1,0,1,0,1,0,1,0
1357,49,Femenino,0,0,tecnología,1,0,1,0,0,1,0,0,1,1,0,0,1
1571,44,Femenino,0,0,mujer,1,0,0,0,0,0,0,0,0,0,1,0,0
1447,15,Masculino,0,0,hombre,0,1,1,1,0,0,0,1,1,0,0,1,0
581,49,Masculino,1,0,hombre,1,1,1,0,1,1,0,1,1,0,1,1,1
1371,20,Masculino,0,0,gastronomía,1,0,0,0,0,0,0,0,0,1,0,1,0
267,73,Femenino,1,0,deporte,1,0,1,0,1,0,1,0,1,1,0,1,0
1136,52,Femenino,0,0,marroquinería,0,1,1,1,1,1,0,1,1,1,1,1,1
438,50,Femenino,1,0,hombre,1,1,0,1,1,1,1,0,1,1,1,1,1
768,62,Femenino,1,1,hogar,0,0,1,0,1,1,0,0,0,0,0,0,0
1716,41,Masculino,0,0,servicios,1,1,1,1,0,1,1,1,1,1,0,1,1
1407,31,Femenino,0,0,gastronomía,0,1,0,0,1,0,1,0,0,0,0,0,0
494,67,Masculino,1,0,mujer,0,0,0,0,0,1,0,1,1,1,0,1,0
1605,24,Masculino,0,0,marroquinería,1,0,0,1,0,1,0,0,1,1,0,1,0
88,34,Masculino,1,0,deporte,1,0,1,0,0,0,0,0,0,0,0,0,0
168,47,Femenino,1,0,mujer,1,1,1,1,1,1,0,1,1,1,1,1,1
1835,42,Masculino,0,0,marroquinería,1,0,1,1,1,1,0,0,0,1,1,0,0
493,50,Femenino,1,1,hombre,0,0,1,1,1,1,1,0,1,0,1,1,1
1380,15,Femenino,1,1,varios,1,0,1,1,0,1,0,1,1,0,0,1,0
722,43,Femenino,1,1,tecnología,1,1,1,1,1,1,1,0,1,0,1,1,1
1336,63,Masculino,0,0,accesorios,0,0,1,0,1,1,0,1,1,1,0,1,0
1838,30,Masculino,0,0,varios,1,0,0,0,0,1,1,0,1,0,0,1,0
1671,73,Femenino,0,0,varios,1,0,1,0,0,0,0,0,0,0,0,0,0
1112,70,Masculino,0,0,tecnología,1,0,1,0,1,1,1,1,1,1,0,0,0
931,47,Femenino,1,0,deporte,1,0,1,1,0,0,1,0,1,1,1,0,1
1628,51,Masculino,0,1,mujer,0,1,1,0,1,1,1,0,1,0,1,1,1
1724,70,Masculino,1,1,gastronomía,1,0,0,0,1,1,1,1,1,1,0,1,0
1783,62,Femenino,0,0,gastronomía,1,0,0,0,1,1,1,1,1,1,0,1,0
1821,25,Femenino,0,0,marroquinería,1,0,0,0,0,0,0,0,0,1,1,0,0
195,75,Femenino,1,0,tecnología,0,0,0,0,1,1,1,1,1,1,0,1,0
1326,48,Femenino,0,0,mujer,1,0,1,1,1,1,1,0,1,1,1,1,1
1568,45,Femenino,0,0,niños/teens,1,0,1,0,0,0,0,0,0,0,0,0,0
800,55,Masculino,1,0,servicios,0,0,0,1,1,0,1,1,1,0,1,0,0
368,75,Femenino,1,1,marroquinería,1,0,1,0,1,1,1,1,1,1,0,0,0
1832,58,Masculino,0,0,mujer,0,1,1,1,1,1,1,0,1,1,1,1,1
1772,52,Femenino,0,0,deporte,1,1,0,1,1,1,0,1,1,0,1,0,0
390,63,Masculino,1,0,hombre,1,0,0,0,0,1,0,0,1,0,0,0,0
1713,46,Masculino,0,0,gastronomía,1,0,1,0,1,1,1,1,1,1,1,0,1
56,45,Femenino,1,0,hogar,0,0,0,0,1,0,0,0,0,0,0,0,0
969,36,Femenino,0,0,hogar,0,0,1,1,0,1,1,1,1,0,0,1,1
1446,25,Femenino,1,1,marroquinería,1,1,0,0,1,1,0,0,1,1,1,1,0
448,36,Masculino,1,0,mujer,0,0,1,0,0,0,0,1,1,0,0,0,1
314,67,Femenino,1,0,hogar,1,0,0,0,1,0,1,0,0,0,0,0,0
406,38,Masculino,1,1,hogar,1,1,0,0,1,0,1,0,1,0,0,0,0
1676,54,Masculino,0,0,mujer/hombre,1,0,1,0,0,1,0,0,0,0,0,0,0
1011,32,Masculino,0,0,niños/teens,1,0,0,0,1,0,0,0,1,0,1,0,0
1721,72,Masculino,0,0,accesorios,1,0,0,0,0,0,1,1,0,1,0,1,0
849,42,Femenino,1,1,marroquinería,1,0,0,0,0,1,1,0,0,0,0,0,0
854,62,Masculino,1,0,niños/teens,1,0,1,0,1,0,1,1,1,1,0,1,0
1773,25,Femenino,0,0,accesorios,0,0,0,0,0,0,0,0,0,0,1,0,0
364,32,Femenino,1,0,mujer/hombre,1,1,0,0,0,1,0,1,1,0,1,0,1
1218,53,Femenino,0,0,tecnología,1,1,0,1,1,0,1,1,1,1,0,0,1
1211,23,Femenino,0,0,hogar,1,0,1,1,0,0,0,0,1,1,0,1,0
1448,35,Femenino,1,1,mujer,1,1,1,1,1,1,0,0,0,1,1,1,0
1686,56,Femenino,0,0,mujer,1,0,0,0,1,1,0,0,1,1,0,1,1
575,47,Masculino,1,0,marroquinería,1,0,0,0,0,0,1,0,0,0,0,0,1
570,43,Femenino,1,0,mujer,1,0,0,0,0,0,0,1,0,0,0,0,0
763,80,Femenino,1,1,niños/teens,0,0,0,0,1,1,1,0,0,1,0,0,0
1320,58,Masculino,1,1,servicios,1,0,1,0,1,0,0,0,1,0,0,0,0
1278,44,Masculino,1,1,tecnología,1,1,0,1,1,1,1,1,1,1,1,0,1
1348,14,Masculino,1,1,hogar,1,1,0,0,0,1,0,1,1,0,0,1,0
706,28,Masculino,1,0,hogar,1,1,1,0,1,1,1,1,1,1,1,1,0
126,25,Femenino,1,0,deporte,0,0,1,0,0,0,0,0,0,0,1,1,0
726,18,Femenino,1,0,mujer,1,1,0,0,0,1,0,1,1,1,0,0,0
1069,68,Femenino,0,0,hombre,1,0,0,0,0,0,0,1,0,0,0,0,0
633,29,Masculino,1,0,varios,0,1,0,1,1,1,1,0,0,1,1,1,1
104,70,Femenino,1,0,marroquinería,1,0,0,0,0,0,1,0,0,0,0,0,0
1723,71,Femenino,0,0,accesorios,1,0,1,0,1,1,1,0,0,1,0,1,0
845,79,Femenino,1,1,hombre,1,0,0,0,1,1,0,1,1,1,0,1,0
1545,29,Masculino,0,0,mujer,1,1,1,1,1,1,1,0,1,1,1,1,1
1418,31,Masculino,0,0,marroquinería,1,1,1,1,1,1,0,1,1,1,1,1,1
597,61,Masculino,1,0,mujer,1,0,0,0,1,1,0,1,1,0,0,0,0
1513,34,Femenino,0,0,hombre,0,1,0,1,1,0,0,1,0,1,0,0,0
641,59,Femenino,1,1,servicios,1,0,0,0,1,0,0,0,1,0,1,0,0
1012,78,Femenino,0,0,gastronomía,1,0,1,0,0,1,1,0,1,1,0,0,0
1646,31,Femenino,0,0,mujer,0,0,1,1,1,1,1,0,1,0,0,1,1
261,39,Femenino,1,0,marroquinería,1,1,0,1,0,0,1,0,0,0,0,0,0
1202,61,Masculino,1,1,servicios,1,0,0,0,0,1,0,0,1,1,0,1,0
229,48,Masculino,1,0,hogar,1,1,0,1,1,1,1,0,1,0,0,0,1
369,16,Masculino,1,0,accesorios,1,1,1,1,0,1,0,1,1,0,0,1,0
1120,75,Femenino,0,0,accesorios,1,0,1,0,1,1,1,1,1,1,0,0,0
452,24,Femenino,1,0,deporte,1,1,1,1,0,0,0,0,1,1,0,0,0
1010,61,Femenino,0,0,mujer/hombre,1,0,0,0,0,0,1,0,0,0,0,1,0
825,73,Femenino,1,0,marroquinería,1,0,0,0,1,1,1,1,1,1,0,1,0
823,34,Masculino,1,0,varios,1,0,0,0,0,0,0,0,0,0,0,0,1
681,58,Masculino,1,0,deporte,1,1,1,1,1,0,0,1,0,0,0,0,0
1699,29,Femenino,0,0,hogar,1,0,1,0,0,1,0,1,0,1,0,1,1
1299,52,Femenino,0,0,deporte,1,1,0,1,0,1,1,1,0,1,1,0,1
895,59,Masculino,1,1,varios,1,0,1,0,0,0,1,0,0,1,1,0,1
309,48,Femenino,1,0,servicios,1,0,1,1,1,1,1,1,1,1,1,1,1
1516,36,Femenino,0,0,hombre,0,0,1,0,0,0,0,0,0,0,0,0,0
141,47,Masculino,1,1,tecnología,1,1,1,1,1,1,1,1,0,0,0,1,1
1460,24,Masculino,0,0,niños/teens,1,1,1,1,0,1,0,1,1,0,0,0,0
1134,51,Masculino,0,1,mujer,0,1,1,1,1,0,1,0,0,1,1,0,1
1019,70,Femenino,0,0,varios,1,0,0,0,1,1,1,1,1,1,0,1,0
1618,30,Masculino,0,0,varios,1,1,0,1,0,1,0,0,1,0,0,0,0
549,46,Masculino,1,0,varios,1,0,1,0,0,0,1,0,1,0,1,0,1
1118,33,Masculino,0,0,gastronomía,1,0,0,0,0,0,1,1,0,0,1,0,0
1584,39,Femenino,0,0,hombre,1,1,0,0,0,0,0,0,0,0,0,0,1
353,26,Femenino,1,0,accesorios,1,1,0,1,0,0,0,0,0,1,0,1,0
337,68,Masculino,1,0,niños/teens,1,0,1,0,1,1,1,1,1,1,0,0,0
114,46,Masculino,1,0,niños/teens,1,1,0,1,1,0,1,0,1,1,1,0,0
1606,72,Masculino,0,1,hogar,0,0,1,0,0,1,0,1,1,1,0,1,0
864,47,Masculino,1,1,servicios,0,0,0,0,0,0,0,0,0,0,1,1,0
1558,77,Femenino,0,0,servicios,0,0,0,0,1,0,0,0,1,1,0,0,0
1029,55,Masculino,0,0,marroquinería,1,0,0,0,0,0,0,0,1,0,0,0,0
962,60,Femenino,1,0,mujer/hombre,1,0,0,0,1,0,0,0,1,0,0,0,0
1270,47,Masculino,0,0,deporte,1,1,0,1,0,1,0,0,1,0,0,1,1
1757,23,Femenino,0,0,hombre,1,1,0,0,0,0,0,1,1,0,0,1,0
865,41,Masculino,1,1,niños/teens,1,0,1,1,0,0,0,0,0,1,0,1,0
1657,36,Femenino,0,0,tecnología,1,0,1,0,0,0,1,0,1,1,0,0,1
788,70,Femenino,1,0,tecnología,0,0,0,0,0,1,1,0,1,0,0,1,0
130,38,Masculino,1,0,gastronomía,0,0,0,1,0,0,0,1,0,0,1,0,1
1586,27,Femenino,1,1,mujer,1,0,0,0,1,0,0,0,0,1,0,0,0
1192,34,Femenino,0,1,marroquinería,0,1,1,0,1,1,0,1,0,0,1,1,0
530,21,Femenino,1,0,accesorios,1,1,1,0,0,0,0,0,0,1,0,0,0
420,65,Femenino,1,0,hogar,1,0,0,0,1,1,0,1,1,1,0,0,0
533,42,Femenino,1,0,mujer,1,1,0,1,1,1,0,1,1,0,1,1,0
147,75,Femenino,1,0,deporte,0,0,1,0,0,1,1,0,0,1,0,1,0
946,41,Femenino,1,0,hombre,1,1,0,1,1,1,1,1,1,1,1,1,1
1362,27,Femenino,1,1,servicios,1,1,1,0,1,1,1,1,1,1,0,1,1
655,78,Femenino,1,0,marroquinería,1,0,0,0,1,0,1,0,1,0,0,0,0
1849,27,Femenino,0,0,marroquinería,1,0,1,1,1,1,0,0,1,1,1,1,1
1555,68,Femenino,0,0,hombre,1,0,1,0,1,0,1,0,0,1,0,0,0
875,58,Masculino,1,0,gastronomía,1,0,1,1,0,1,1,1,0,1,0,0,0
379,63,Femenino,1,0,deporte,1,0,1,0,1,0,1,0,1,0,0,0,0
553,38,Masculino,1,0,deporte,1,1,1,1,0,0,1,1,1,1,1,1,1
356,24,Femenino,1,0,accesorios,1,1,0,1,0,0,0,1,1,1,0,1,0
1068,68,Femenino,0,0,servicios,1,0,1,0,1,1,0,0,0,1,0,1,0
891,31,Femenino,1,1,niños/teens,1,1,1,0,0,1,1,1,0,1,1,1,0
1851,50,Masculino,1,1,tecnología,1,1,0,0,1,1,1,1,0,1,1,0,0
394,68,Masculino,1,0,hombre,1,0,0,0,0,1,0,0,0,0,0,0,0
807,24,Femenino,1,1,hombre,0,0,0,1,0,1,0,1,0,0,0,0,0
1560,58,Masculino,0,0,deporte,1,0,0,0,0,1,0,0,0,0,0,0,0
1086,31,Femenino,0,0,varios,1,0,0,1,0,1,0,1,0,0,1,0,0
529,33,Masculino,1,0,varios,1,1,1,0,1,0,1,1,0,0,0,1,1
1160,51,Femenino,0,1,mujer/hombre,0,1,1,1,0,0,1,1,0,0,1,1,1
995,54,Femenino,0,0,tecnología,1,0,0,0,0,1,1,0,1,0,0,0,1
1591,61,Femenino,0,1,hombre,0,0,1,0,1,0,1,1,1,1,0,1,0
214,29,Femenino,1,0,deporte,1,0,1,1,1,0,0,1,0,0,0,1,1
577,20,Masculino,1,0,gastronomía,1,0,0,1,0,0,0,0,0,0,0,0,0
474,47,Femenino,1,0,marroquinería,1,0,1,0,1,1,1,0,1,1,1,1,1
585,42,Femenino,1,1,mujer,1,0,1,0,0,1,0,1,0,0,0,1,1
970,16,Femenino,0,0,servicios,1,1,1,0,0,0,0,0,1,0,0,0,0
209,66,Masculino,1,0,marroquinería,1,0,1,0,1,1,1,1,0,0,0,1,0
159,39,Masculino,1,0,tecnología,0,0,0,0,1,0,0,0,1,0,0,1,0
1379,36,Masculino,0,0,marroquinería,1,0,1,0,0,1,0,0,1,1,0,1,1
698,31,Femenino,1,0,gastronomía,1,0,0,1,0,1,1,1,1,0,1,1,1
687,34,Femenino,1,0,tecnología,1,0,0,0,0,0,0,0,0,0,0,1,1
1265,49,Masculino,0,0,deporte,1,0,0,0,0,0,0,0,0,1,1,1,0
123,47,Femenino,1,0,hogar,0,0,1,1,1,1,1,0,1,1,1,1,0
166,27,Femenino,1,0,marroquinería,1,0,0,1,0,1,1,1,1,0,1,1,0
910,26,Masculino,1,1,mujer/hombre,0,1,0,1,1,0,0,1,1,0,0,1,1
1643,69,Femenino,0,0,gastronomía,1,0,0,0,1,0,1,1,0,0,0,0,0
810,36,Femenino,1,1,deporte,1,1,1,0,1,0,1,0,0,1,1,0,0
442,45,Femenino,1,0,varios,1,0,0,0,1,0,1,0,0,0,0,0,1
1753,47,Femenino,0,0,deporte,1,0,0,0,1,0,1,1,1,1,1,0,0
351,49,Femenino,1,0,varios,1,0,1,1,0,0,0,0,1,0,0,0,1
1563,45,Masculino,1,1,gastronomía,1,1,0,0,0,0,1,0,0,1,1,0,0
902,51,Femenino,1,0,accesorios,1,1,0,0,1,0,0,0,0,0,0,0,0
1698,16,Masculino,0,0,accesorios,1,0,0,1,0,0,0,0,0,0,0,1,0
1590,25,Femenino,0,0,gastronomía,1,0,1,0,0,0,1,1,1,1,1,1,1
340,57,Masculino,1,0,hombre,1,0,1,0,1,1,0,0,0,1,1,1,1
1235,30,Masculino,0,0,niños/teens,0,1,1,1,0,0,0,1,1,0,0,1,1
185,26,Femenino,1,1,mujer/hombre,1,1,0,0,1,0,1,1,1,1,0,0,0
1313,51,Femenino,0,0,gastronomía,1,1,1,0,1,0,0,1,1,0,1,1,0
915,57,Femenino,1,1,tecnología,0,0,0,0,0,0,1,0,0,0,0,1,0
1257,54,Femenino,0,0,accesorios,0,0,0,1,0,0,0,1,1,0,1,1,0
511,48,Masculino,1,1,hombre,1,1,1,0,1,1,1,0,0,1,0,0,0
87,42,Masculino,1,0,varios,1,1,1,1,1,0,0,1,1,1,0,1,1
742,58,Masculino,1,0,gastronomía,1,1,1,1,1,1,1,1,1,1,1,0,1
